"Month","Concession","Type","ATC1","ATC1_desc","ATC2","ATC2_desc","Scripts","Cost"
"11048","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",51,886.98
"11078","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",98,1595.23
"11109","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",191,3805.9
"11139","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",429,8225.24
"11170","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",608,11285.24
"11201","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",596,10572.19
"11231","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",829,16330.34
"11262","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",917,17098.71
"11292","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",950,18894.37
"11323","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",961,16599.82
"11354","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",111,1876.5
"11382","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",29,582.81
"11413","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",87,1920.69
"11443","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",157,2717.12
"11474","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",196,3404.87
"11504","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",327,5993.58
"11535","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",472,8653.11
"11566","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",517,9496.25
"11596","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",899,16185.7
"11627","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",915,19538.65
"11657","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",997,19943.32
"11688","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",726,15590.73
"11719","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",131,2631.31
"11747","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",52,923.34
"11778","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",91,1780.26
"11808","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",161,2958.04
"11839","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",299,6275.87
"11869","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",389,7931.01
"11900","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",654,13624.73
"11931","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",651,13939.73
"11961","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",744,17292.42
"11992","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",889,18758.31
"12022","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",939,19453.41
"12053","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",696,16230.95
"12084","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",158,2959.55
"12112","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",57,986.04
"12143","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",77,1290.41
"12173","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",138,3822.52
"12204","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",227,7178.16
"12234","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",331,11880.92
"12265","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",363,11594.72
"12296","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",524,18691.1
"12326","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",602,22621.28
"12357","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",787,27154.25
"12387","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",898,29805.37
"12418","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",681,24803.04
"12449","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",203,6419.03
"12478","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",86,2220.16
"12509","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",60,2121
"12539","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",131,4024.38
"12570","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",185,6472.54
"12600","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",382,13916.48
"12631","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",470,17711.13
"12662","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",632,24206
"12692","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",821,30791
"12723","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",879,31317
"12753","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1003,32663
"12784","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",685,21434
"12815","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",200,5293
"12843","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",62,1446
"12874","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",57,1681
"12904","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",108,3488
"12935","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",188,5869
"12965","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",283,9556
"12996","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",445,15419
"13027","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",757,26097
"13057","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1067,37454
"13088","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",816,28439
"13118","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1379,41250
"13149","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",969,28016
"13180","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",295,6925
"13208","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",120,2896
"13239","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",52,1461
"13269","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",99,3777
"13300","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",135,5210
"13330","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",253,9888
"13361","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",404,12273
"13392","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",435,13365
"13422","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",811,26250
"13453","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1003,31542
"13483","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",894,28782
"13514","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",671,22514
"13545","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",564,13107
"13573","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",76,1703
"13604","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",37,948
"13634","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",98,3606
"13665","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",111,4081
"13695","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",242,7764
"13726","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",328,10382.88
"13757","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",522,17260.33
"13787","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",533,17119.14
"13818","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",794,24642.29
"13848","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",629,19972
"13879","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",727,22864
"13910","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",496,12161
"13939","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",145,3758
"13970","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",177,3978
"14000","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",74,1618
"14031","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",104,2702
"7851","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",32099,498321
"7882","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",41308,647999
"7913","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",54215,852600
"7943","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",73818,1168062
"7974","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",86018,1389952
"8004","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",120480,1946194
"8035","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",152446,2527536
"8066","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",14994,245726
"8095","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",1466,22910
"8126","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",2248,38612
"8156","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",6455,110124
"8187","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",14821,257440
"8217","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",30894,534886.84
"8248","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",45768,808587.4
"8279","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",66097,1177729.16
"8309","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",84995,1520438.07
"8340","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",103501,1840074.48
"8370","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",156061,2772864.43
"8401","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",177746,3230294.14
"8432","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",20384,370658.35
"8460","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",1521,28283.78
"8491","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",2262,43416.85
"8521","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",6877,134190.79
"8552","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",16593,322882.36
"8582","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",32458,640945.91
"8613","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",52832,1046766.05
"8644","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",72705,1433653.17
"8674","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",89339,1764372.8
"8705","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",114019,2239005.09
"8735","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",184069,3579640.08
"8766","Concessional","Safety net","C","Cardiovascular system","C01","CARDIAC THERAPY",182990,3540699.72
