"date","Tmort","Rmort","Cmort","Temp","Rhumid","CO","SO2","NO2","HC","Ozone","Part"
"1973-05-26",148,6,81,73.4,58,5,2.33,6.67,36.67,6.17,25.83
"1973-05-27",162,4,101,90.6,44.8,6.33,5.17,13.83,45,14.67,33.33
"1973-05-28",149,6,82,97.8,36.8,6.83,4.67,15.17,56.67,17.5,34.83
"1973-05-29",148,6,87,83,58,5.67,5.67,12.33,51.67,13,40.83
"1973-05-30",197,6,92,74.6,67.4,3.5,3.17,6.67,30,6,40.67
"1973-05-31",144,5,85,65.4,78.8,3.5,1.67,5.67,28.33,2.83,26.67
"1973-06-01",156,2,82,67,72.8,3.83,1.67,5.17,33.33,2.17,26.33
"1973-06-02",147,7,78,70,65.2,2.67,1.5,4.83,23.33,3.33,13.83
"1973-06-03",149,7,83,70,71.4,2.83,2,5.33,28.33,5.33,15.67
"1973-06-04",165,5,92,77.2,68.4,4.5,2.17,9.5,31.67,11.5,34.67
"1973-06-05",190,7,101,84.6,61.4,6.67,4,13.83,46.67,16.67,43.17
"1973-06-06",149,5,82,87.6,57.4,9.17,5.5,18.17,73.33,15.83,63.33
"1973-06-07",167,6,85,86.4,56.8,8.83,6,24.83,56.67,22,59.33
"1973-06-08",165,12,83,83.2,60,8.33,5.33,20.17,56.67,14.67,59.83
"1973-06-09",144,4,75,81.8,62.8,5,3.17,12.67,35,12.83,34.67
"1973-06-10",149,3,69,79.4,66.2,3,2.33,5.5,26.67,9.33,19.5
"1973-06-11",168,4,87,76,64,3.83,1.67,6.17,26.67,7.17,22.33
"1973-06-12",148,5,74,76,66.6,4.83,3,7.5,31.67,9.83,33
"1973-06-13",157,5,85,71.2,75,4.83,1.5,8.67,40,7.17,30.67
"1973-06-14",142,6,81,71.8,58.4,4,2,6,31.67,4.83,20.67
"1973-06-15",156,7,82,73,58.2,5.33,2,5.83,36.67,6.17,50.17
"1973-06-16",174,8,94,75.2,62,5.5,1.83,7.83,40,9.17,27
"1973-06-17",152,3,77,76.8,63,4.5,2,6.83,36.67,10.33,23.17
"1973-06-18",160,6,88,84.8,56.8,5.33,4.5,13.17,43.33,17.5,38.83
"1973-06-19",176,5,96,98.2,40.8,9,3.83,19.67,75,17.67,55.17
"1973-06-20",184,9,106,102.6,26.2,11.33,3.67,16.83,56.67,15.83,55.5
"1973-06-21",195,9,105,100.8,26.8,9.5,4.83,16.83,51.67,30.33,52.5
"1973-06-22",173,11,91,93.2,41,8.83,4.5,16.17,60,14.67,47.33
"1973-06-23",159,7,84,89.6,46.4,6.33,4.5,13.67,53.33,14.67,37.17
"1973-06-24",166,8,97,86.6,52.6,4.33,3.33,12.83,48.33,15.5,29
"1973-06-25",169,8,111,84.2,58,6.17,5,13.67,60,17.33,41.17
"1973-06-26",170,7,89,89,62.6,5.67,6.33,15.17,45,19.5,47.67
"1973-06-27",161,9,86,81.2,64.6,4.67,4.33,9.83,36.67,12.5,38
"1973-06-28",168,9,88,79.8,64.6,5.17,4.33,10.83,41.67,11.83,36.83
"1973-06-29",175,5,100,79.8,69.6,4.83,6.5,12.17,36.67,12.5,39.5
"1973-06-30",141,3,77,82,70.2,3.83,4,8,30,14.17,28.83
"1973-07-01",165,6,74,82.8,62.8,4.67,3.17,8.67,41.67,15.33,30.33
"1973-07-02",162,9,97,89,50.8,7.33,5.83,17.17,60,16.17,46.33
"1973-07-03",163,6,86,96.8,43.6,9.67,7.33,19,83.33,26.67,60.83
"1973-07-04",166,7,85,87.8,56.2,4.17,3.5,8,51.67,10,32.83
"1973-07-05",187,8,102,81.8,64.4,5.67,6.83,13.67,53.33,7.17,44.83
"1973-07-06",162,3,85,75,73.2,4,3.5,8.17,35,6.83,28.83
"1973-07-07",145,6,88,77,70.4,3.17,3,8,28.33,10.5,32.67
"1973-07-08",165,7,93,79.8,68.2,3.17,3.67,7.17,28.33,15.67,23.67
"1973-07-09",167,6,89,81.8,68,5.83,3.33,11.5,40,16,42.83
"1973-07-10",172,5,86,81.8,63,5.67,4.83,11.5,41.67,14.17,42.5
"1973-07-11",162,6,95,81.6,63.6,5.67,5.83,12.5,45,13.5,43.5
"1973-07-12",155,4,82,78.8,69,3.5,2.33,8.17,31.67,9,31.67
"1973-07-13",147,8,76,77.6,70.2,3.33,1.83,7.5,33.33,9,33
"1973-07-14",154,7,78,78.6,62.6,2.33,2.83,5.17,28.33,8.33,19.33
"1973-07-15",146,6,81,78,64,2.33,2.83,5.5,28.33,8,17.33
"1973-07-16",142,6,76,80.2,64,3.17,4.83,7.5,36.67,10.17,31.17
"1973-07-17",140,4,68,80,63.4,4,2.83,9,36.67,9,28.83
"1973-07-18",160,10,81,79.4,63.8,4.33,3.83,9.17,40,8.67,31.67
"1973-07-19",155,7,74,80,67.4,4.83,5.5,10.17,45,12.17,32.33
"1973-07-20",164,4,95,78.2,66,4.83,3.33,8.17,31.67,10.83,28.67
"1973-07-21",165,11,85,76.6,65,5,3.17,9.33,43.33,12,31
"1973-07-22",139,8,59,77,66.2,5.5,3.17,8.67,33.33,12.17,26
"1973-07-23",167,3,98,81.6,63.8,6.67,7,14.33,53.33,14.17,43.67
"1973-07-24",164,5,89,87.8,56,8.67,5.17,20.67,58.33,21.67,55.5
"1973-07-25",163,5,86,89,56.6,8.67,5.83,19.5,60,22.17,60.17
"1973-07-26",170,8,79,86,61.4,6.67,3.83,12.33,63.33,12.83,46.17
"1973-07-27",163,7,88,87.8,59.6,4.83,4.33,11.5,45,12,36.83
"1973-07-28",156,8,80,82.8,61.8,4.5,3.83,8.33,36.67,12.17,30.33
"1973-07-29",174,12,89,81.4,63.8,3.5,4.83,7,53.33,9.33,20.5
"1973-07-30",150,9,74,83,63.2,5.5,4.67,12.33,36.67,9.67,36.83
"1973-07-31",168,6,85,86.8,61.2,6,4.5,13.17,53.33,13.17,43.67
"1973-08-01",177,11,84,86.8,60.8,5.5,5.17,13.17,50,15.67,43.67
"1973-08-02",146,6,84,84.6,63.2,6.33,3.83,14.5,43.33,12.17,42.17
"1973-08-03",166,6,96,83.6,65.8,5.33,5,11.5,36.67,13.17,39.83
"1973-08-04",165,4,93,81.4,73.6,4.5,4.17,9,31.67,9.33,26
"1973-08-05",171,8,87,78.4,71.6,3,3.17,7.67,25,9.5,21.17
"1973-08-06",165,2,80,79.4,64,3.67,2.83,8,28.33,10.33,30.5
"1973-08-07",161,7,80,79.2,63.4,4.17,2.67,9,33.33,9.17,28.5
"1973-08-08",151,5,73,81,62.4,4.5,3.67,9.67,33.33,12.33,34.67
"1973-08-09",157,2,78,83.8,57.8,5.33,4.5,11.67,46.67,13.67,37.33
"1973-08-10",149,10,80,80,67.6,4.83,3.5,10.33,43.33,10,31.5
"1973-08-11",144,4,74,81.2,68.8,4,4.67,8.67,28.33,17.67,29.33
"1973-08-12",177,9,89,83.6,63.6,4.33,3.83,10.17,33.33,17,26.5
"1973-08-13",160,6,86,82.6,68.2,5.83,4.33,12.5,36.67,12.5,41.33
"1973-08-14",173,8,104,85.6,64.2,6,6,12.67,43.33,12.5,39.33
"1973-08-15",123,4,65,83.6,63.4,6,5.17,13.17,53.33,12,44.83
"1973-08-16",166,10,91,84.6,62.8,7.33,6.67,15,48.33,13.17,47.33
"1973-08-17",164,6,89,82.4,67,6,6.33,14,46.67,11.83,43.83
"1973-08-18",151,8,79,90,54.8,7.17,5,15.17,65,17,43.67
"1973-08-19",173,8,88,95.6,45.4,7.17,5.33,12.67,56.67,12.83,30.17
"1973-08-20",169,7,97,84.2,59.6,9.83,4.67,13.17,48.33,4.5,60
"1973-08-21",149,10,69,87.8,54.4,7.5,5,10.67,50,13.33,41.83
"1973-08-22",161,6,85,87.8,48.2,8.67,5.83,16.83,65,12.33,49.17
"1973-08-23",147,6,87,83,52.4,6,5.17,12.83,50,9.17,39.17
"1973-08-24",144,4,75,81.6,57.6,6,4.83,11.17,45,11.83,43.67
"1973-08-25",153,3,90,76.2,61.4,3.67,2.67,5.83,28.33,8.17,23.83
"1973-08-26",137,4,76,73.8,61.4,2.5,1.33,4.33,25,4.67,14
"1973-08-27",160,6,77,77.6,58.6,4,2,5.83,35,8.33,38.33
"1973-08-28",149,6,86,78.8,62.4,5,2.83,10,43.33,9,35.17
"1973-08-29",147,6,79,82.4,61.8,4.5,4.17,11.5,46.67,12.33,39.67
"1973-08-30",137,2,68,78.4,65.2,3.83,3.67,10.17,35,9,35.33
"1973-08-31",162,8,78,76.8,66.8,4,3,8.67,40,9.83,38.83
"1973-09-01",155,7,81,77.8,64.8,4.33,2.67,7.17,58.33,8.17,25.33
"1973-09-02",154,2,87,79,67,4.33,2.83,8,41.67,9.83,24.33
"1973-09-03",154,10,72,74,69.6,2.17,2.17,4.67,28.33,8.5,18.33
"1973-09-04",138,5,81,69.2,76.2,3.83,2.17,6.67,33.33,4.67,30.67
"1973-09-05",152,4,78,75.4,66.2,3.67,2,6.83,36.67,9.33,29.33
"1973-09-06",155,3,85,80.8,62.4,8,4.17,15.33,63.33,16.33,51.5
"1973-09-07",157,6,84,78,70,7.67,4.83,15.67,66.67,12.5,51.5
"1973-09-08",191,10,87,78.2,66.8,2.67,1.83,5.67,31.67,13,33.83
"1973-09-09",152,8,90,76.2,68.4,1.83,1.67,5,26.67,6.83,17.17
"1973-09-10",139,5,66,69.8,72.6,3,1.5,5.67,31.67,4.17,29.33
"1973-09-11",131,6,70,77.4,66,3.67,1.83,7.17,33.33,8.5,29.83
"1973-09-12",127,3,70,76.4,71.6,5.5,3.33,10.33,50,8.83,37.33
"1973-09-13",140,3,72,72.2,77.2,5,3.17,8.5,33.33,9.83,34.67
"1973-09-14",171,6,104,74.2,72,5.33,2.67,8.17,40,13.17,48.5
"1973-09-15",159,6,88,75.2,67,4.33,3.67,7.83,36.67,13,31.83
"1973-09-16",204,13,100,75,68,4.17,3,8.33,33.33,13.17,27.17
"1973-09-17",176,9,109,75.6,66,5.5,4.33,10.83,40,14.5,43.17
"1973-09-18",155,7,83,74.6,67.8,5.5,5.33,13.83,41.67,14,46.5
"1973-09-19",157,6,82,75.2,68.8,6,5.67,12.67,48.33,14.17,47.33
"1973-09-20",171,5,96,74.4,68,6.5,5.17,13,48.33,10.33,44.83
"1973-09-21",163,2,76,77.6,70.8,7.5,2.83,10.5,46.67,12.67,45.5
"1973-09-22",128,4,70,70,80.4,4,3.33,8,38.33,6.33,29.83
"1973-09-23",166,7,89,74.8,66,3.67,2.5,6,43.33,8,21
"1973-09-24",173,6,96,75.8,68.2,7.67,3.33,9,46.67,8.33,48.83
"1973-09-25",169,7,73,79.2,64,11.83,3.33,12.17,61.67,9.5,52.33
"1973-09-26",201,7,112,95.4,27,14,4,15.67,65,8.83,66.17
"1973-09-27",171,8,88,98.6,19.8,15.33,3.5,13.67,61.67,11,67.17
"1973-09-28",166,8,82,94.8,28.2,12.33,5.5,19.83,65,16.17,65.67
"1973-09-29",158,6,88,85,48.4,11.83,5.17,16.5,63.33,16.67,61.17
"1973-09-30",167,8,100,77.6,67.8,5.67,3.5,10.17,43.33,12,38
"1973-10-01",160,11,89,74,65.8,3.83,3.33,7.67,35,10,35.17
"1973-10-02",165,10,86,72,66,4.83,2.83,7.33,40,8.33,36.17
"1973-10-03",162,3,89,72.2,66,7.33,3.5,10.33,50,10.5,43
"1973-10-04",172,8,89,80,64,13.67,4.83,22.33,71.67,17.5,84.17
"1973-10-05",156,16,76,72.4,74.2,9.83,7.33,16.83,93.33,11,60.5
"1973-10-06",136,6,70,67.2,68,2.5,2,5.17,31.67,5,24.33
"1973-10-07",156,6,77,68.8,61.2,2.17,1.83,4.83,30,4.83,17.67
"1973-10-08",196,2,126,68.6,76.8,5.5,2.17,6.5,36.67,3.5,37.5
"1973-10-09",161,19,79,72.2,62.6,9.67,2.67,8.17,53.33,6.67,54.83
"1973-10-10",143,5,83,75.4,48,11.33,3.67,9.17,50,6.5,58.5
"1973-10-11",156,7,77,78.2,45.6,12.67,3.83,13.17,61.67,8.5,69
"1973-10-12",127,5,66,79.2,48.4,12.5,7,18,58.33,11.17,73.83
"1973-10-13",180,9,84,88,38.2,13.17,3.17,16.83,66.67,13.67,65.17
"1973-10-14",194,6,88,88.4,48.4,11.67,4.17,17.5,73.33,15.5,46.17
"1973-10-15",168,7,93,81,57.2,12.67,4.5,19.5,83.33,11.33,60.83
"1973-10-16",151,3,75,83.4,55.2,18,7.67,28.5,91.67,11.83,87.83
"1973-10-17",157,8,73,88,44.2,17.5,4.33,25.17,80,10.17,87.17
"1973-10-18",164,9,89,91.2,35.6,15,3.33,19.83,65,8,83.83
"1973-10-19",158,9,75,90.8,37.8,16.83,4.83,24.33,78.33,13.67,80
"1973-10-20",165,9,83,74.8,62.2,4.83,4.83,11.33,56.67,5.17,33.67
"1973-10-21",171,11,96,71.4,73.8,3.17,2.17,5.83,33.33,4.83,21.17
"1973-10-22",160,4,102,68.6,74.8,4.17,2.17,6.17,28.33,1.83,23.83
"1973-10-23",150,7,77,68,73.6,5.83,2,6,38.33,2.67,39.17
"1973-10-24",146,11,74,78.2,53.2,12.5,4.17,16.5,73.33,6.33,63.17
"1973-10-25",160,7,84,76.8,55.6,15.17,4.83,20.33,76.67,9.67,78.5
"1973-10-26",172,13,88,79.8,54.6,14.83,4.17,25.5,71.67,9.67,70.67
"1973-10-27",189,9,101,93.2,29.4,16.67,3.5,19.67,68.33,7.33,68.67
"1973-10-28",178,6,101,92,19.4,11.67,2.17,12.17,50,6.17,44.67
"1973-10-29",157,6,88,85.4,30.6,15.67,4.83,21.17,63.33,9.5,65.83
"1973-10-30",149,8,77,87.6,21.6,14,3.67,17.83,55,7.67,77.83
"1973-10-31",155,8,77,85.2,28.2,15.83,6.33,28,66.67,9.5,73.83
"1973-11-01",152,13,61,71.4,61.8,12.17,3,17.67,73.33,6,62.33
"1973-11-02",177,9,88,67.6,68,4.83,2,6.33,31.67,3.83,37.5
"1973-11-03",151,6,77,66.8,61,7.33,1.5,6.67,43.33,3.67,35
"1973-11-04",178,7,98,67.8,49.2,8,1.83,10,48.33,5.17,54.33
"1973-11-05",173,7,99,70.6,47.4,12,4,14,60,6.33,62.83
"1973-11-06",159,8,87,72.8,44.4,14,4.5,18.5,70,7.83,73.5
"1973-11-07",198,7,99,74.6,53.6,17.83,8,23.33,83.33,7.67,76.83
"1973-11-08",159,10,93,71.8,67.8,13.33,7.5,22.33,73.33,5.5,65.5
"1973-11-09",150,3,79,67.6,75.4,9,5.5,16.17,48.33,11.17,63.17
"1973-11-10",185,10,92,77,64.2,10.5,5.33,21.83,63.33,16,77.17
"1973-11-11",168,4,94,80.8,49.2,13.67,3.5,17.17,65,10.83,70.83
"1973-11-12",183,5,97,71.8,69,12,2.17,11.17,70,2.83,63.5
"1973-11-13",161,4,85,65.6,68.6,9.5,3.5,7,48.33,2.17,46
"1973-11-14",155,6,88,67.2,64.8,12,2.5,8,51.67,4.33,55.5
"1973-11-15",177,5,98,67.2,63.2,12.33,2.67,11.17,56.67,5.17,71.5
"1973-11-16",146,6,83,64,71.4,10.17,2.83,10.17,58.33,3.33,62.67
"1973-11-17",159,4,78,61.6,93.2,5.33,1.83,7.17,33.33,1.67,31
"1973-11-18",177,10,103,62.4,72,2.5,1.5,4.5,30,2.5,21.5
"1973-11-19",156,6,98,64,44.4,7.33,2.33,5.17,40,2.67,48.33
"1973-11-20",169,8,94,63,61.8,9.67,3.17,10,48.33,3,57.17
"1973-11-21",171,9,97,61.2,59.2,8.67,2.17,7,38.33,2.67,46
"1973-11-22",170,11,89,59.2,62.6,7.5,3.5,6.67,51.67,2.33,45.5
"1973-11-23",160,10,80,60,66.2,8.67,2,6.17,40,2.17,53.83
"1973-11-24",160,8,95,58.6,72.2,8,3.33,7,50,1.83,53.5
"1973-11-25",158,4,96,61.4,46.8,8.17,2.33,5.5,41.67,2.83,57.17
"1973-11-26",173,5,108,63.6,51.2,8.17,2.33,6.5,43.33,2.83,54.5
"1973-11-27",166,7,86,68.8,45.8,15,3.17,10.5,50,3.33,68.83
"1973-11-28",193,4,107,77.8,35,11.67,3.17,7.67,55,3,58.5
"1973-11-29",171,12,86,69.6,46,16.33,4.17,13.33,65,2.17,71
"1973-11-30",146,8,74,66.6,64.6,15.67,4.83,15.33,73.33,3.33,81.17
"1973-12-01",174,5,92,57,83,7.83,2.33,6,40,2,54.67
"1973-12-02",156,10,79,64.4,44,6,1.67,5.5,40,3.17,42.33
"1973-12-03",180,12,98,67,43.2,15.5,3.67,14,70,3.33,83.5
"1973-12-04",168,5,86,64.2,51.8,18.83,6.67,21,86.67,2.83,99.33
"1973-12-05",192,3,121,68.2,53,19.67,3.17,21.67,81.67,4,98.33
"1973-12-06",191,8,91,74.8,36.4,17.5,3.83,13.67,68.33,2.33,81
"1973-12-07",166,7,90,79.6,33.6,18.17,2.67,12.5,73.33,3,75.5
"1973-12-08",196,8,114,79,36.4,13.83,2.5,11.83,58.33,3.83,63
"1973-12-09",175,8,101,82.8,28.8,7.83,2.5,6.17,45,3.33,42.17
"1973-12-10",171,9,91,81.4,30,20,2.83,14,76.67,3.17,72.17
"1973-12-11",186,3,115,67.2,57.6,16.17,5,18.33,78.33,3.67,84.17
"1973-12-12",151,6,88,61.6,72,12.67,3.17,18.17,60,3.5,74.17
"1973-12-13",174,9,92,57.6,78,10.83,3.33,13.67,53.33,3.67,68.17
"1973-12-14",172,5,100,60.8,79.4,10.17,2.17,8.83,48.33,2.17,53.5
"1973-12-15",178,4,99,76.4,49,16.33,3.33,15.5,60,4,68.83
"1973-12-16",171,4,98,75.2,43.4,16.33,3.33,15.17,63.33,4.5,78.17
"1973-12-17",154,4,92,69,58,15.83,5.17,23.5,65,5.17,85.5
"1973-12-18",173,11,97,68.8,64.2,16.83,5.5,19.5,71.67,4,83.67
"1973-12-19",170,10,89,73.2,34.8,15,3.33,12.33,60,3.33,76.5
"1973-12-20",159,6,85,72.8,27,13.83,3.17,11.5,53.33,2.83,67.17
"1973-12-21",194,9,111,65.2,44.8,13.17,3.5,16.67,61.67,2,69.33
"1973-12-22",181,10,91,60,63.6,4.83,1.83,6.33,38.33,2.33,29.83
"1973-12-23",169,9,104,64.8,56.4,4.67,2.5,5.67,35,2.67,31.83
"1973-12-24",196,14,109,69,35.2,10.83,2,9.67,51.67,3.17,77.67
"1973-12-25",180,5,121,64.2,45.2,11.5,2.33,10.33,61.67,2,71.83
"1973-12-26",188,7,111,63,66,9.83,2.33,12.83,53.33,2.83,76.17
"1973-12-27",154,7,92,55.6,82,8.5,2.83,9,51.67,1,60.83
"1973-12-28",212,9,124,60.8,84.2,8.5,2.5,12.67,50,2,52
"1973-12-29",172,6,98,64.2,83,7.5,2.33,15.5,45,3.17,53.33
"1973-12-30",193,7,105,65.2,69.2,9.67,1.5,8,51.67,3.83,55
"1973-12-31",182,8,87,62.8,65.2,9.33,2.33,12.67,50,3.67,60
"1974-01-01",181,5,100,54.8,57,4.5,1,5,31.67,2.67,36.17
"1974-01-02",189,12,106,55.8,33.4,10.17,1.33,7,51.67,2.67,71.33
"1974-01-03",177,3,117,50.6,52.6,7.5,1.17,5.5,35,1.5,54.67
"1974-01-04",197,5,101,48.8,85.4,5.5,1.5,4.67,28.33,1.83,45.17
"1974-01-05",183,7,104,53.2,76.6,4.17,1.17,5,31.67,2.17,28.83
"1974-01-06",168,7,91,52.6,90,3.5,1,4.33,30,1.83,25.17
"1974-01-07",203,9,125,52.6,85.6,4,1.17,4.5,28.33,2.33,24.67
"1974-01-08",177,7,99,52.4,83.6,6.67,1.83,5.67,36.67,2.33,56.33
"1974-01-09",168,11,99,56,83.2,7.67,1.83,6.33,41.67,1.17,43.5
"1974-01-10",154,6,85,56.6,72.6,12.17,2.5,7.83,53.33,1.67,66
"1974-01-11",191,11,96,59.4,64.6,13.33,2.83,10.67,60,1.5,73
"1974-01-12",164,6,86,65.2,61.2,10.67,2.33,7.67,53.33,3.33,62.17
"1974-01-13",176,12,92,71.4,68.4,11,1.83,10.5,63.33,4.83,56.5
"1974-01-14",172,5,105,78,50.8,15.33,2.33,13.17,58.33,3.67,71.67
"1974-01-15",178,7,100,75.4,50.6,17.83,3.67,21.17,75,6,86.5
"1974-01-16",171,8,97,68.6,68,20.17,3.67,24.33,75,2.33,97.17
"1974-01-17",147,12,83,61,95,9.5,1.67,14.83,51.67,1.67,58
"1974-01-18",154,11,81,68.4,85.8,13,2.67,16.67,65,4.83,85.67
"1974-01-19",174,14,88,58.6,96.2,9.33,3,15.5,51.67,3.67,54.5
"1974-01-20",171,11,88,57.2,94.8,3.5,2.17,6.33,35,1.33,25.17
"1974-01-21",159,11,94,63.4,72,10.33,3.33,8.17,38.33,2.33,57.17
"1974-01-22",167,4,96,66,28.6,12.83,3,10.67,50,2.5,90.17
"1974-01-23",151,6,87,71.8,37,14.83,3.5,14,53.33,3.17,82.33
"1974-01-24",158,4,98,71.4,37.8,15.67,3.83,10.83,58.33,3.67,81.33
"1974-01-25",186,10,94,67,53,16.67,3.17,16.33,58.33,3.17,81
"1974-01-26",153,6,92,55,77.2,7.33,1.67,8.83,45,1.83,44.5
"1974-01-27",176,9,90,65.4,48.8,7.67,2.83,10.33,45,3,57.67
"1974-01-28",180,7,107,65.2,56.4,16.83,4.33,17.5,60,3.83,84
"1974-01-29",144,4,80,67.4,55.8,18.17,4.17,23.67,78.33,4.33,89.67
"1974-01-30",157,5,89,62.6,73,16.67,4,19.67,78.33,5,93.83
"1974-01-31",193,13,116,62.6,76.6,18.33,4,21.33,71.67,8,97
"1974-02-01",161,6,87,57.4,74.6,6.5,2.67,10.17,41.67,1.83,47.67
"1974-02-02",178,10,87,71.2,45.4,11,2.83,10.67,51.67,4.5,57.5
"1974-02-03",159,9,73,77,29.2,9.5,2,12.5,45,5.83,43.5
"1974-02-04",200,8,110,76,35.6,15.83,3,14.5,65,5.5,75.5
"1974-02-05",171,10,90,69.4,47,11.17,3.17,13.33,51.67,4.83,86.67
"1974-02-06",172,7,91,66,20.2,5.33,2.33,9.33,35,3,37.5
"1974-02-07",176,11,93,69.4,35.4,13.17,2.67,14.5,55,3.67,87.5
"1974-02-08",170,7,93,68.6,33.6,13.17,3.5,12,66.67,4,69.17
"1974-02-09",175,12,98,75.6,29.8,9.83,2.33,9.83,61.67,4.33,54.83
"1974-02-10",185,5,95,74,34,8,2.33,10.33,53.33,4.67,44.5
"1974-02-11",187,8,101,69.6,49.8,14.5,4.33,16.83,56.67,6.5,76.17
"1974-02-12",168,6,99,62.2,66.4,13.33,4,17.67,65,3.17,77
"1974-02-13",171,8,83,62.2,59.2,9.33,2.33,6.67,45,3.5,52
"1974-02-14",175,8,103,65.8,60,12.5,2.5,12.33,58.33,4.17,64.5
"1974-02-15",169,9,99,70.4,54.4,12.17,4.67,18.83,70,7.17,65.67
"1974-02-16",189,15,100,65,69.4,9,4,12.17,61.67,5.83,55.33
"1974-02-17",160,7,89,62.6,45.4,3.17,1.5,4.5,36.67,3.33,21.5
"1974-02-18",160,9,90,62.2,63.8,5.5,1.83,7,45,4,40
"1974-02-19",168,4,97,58,76.4,7.67,2.67,8.67,41.67,2.83,62.33
"1974-02-20",183,3,104,69.4,34.4,6.5,2.33,7.5,43.33,3.67,40.67
"1974-02-21",178,11,98,69.6,32.8,10.5,2,11.5,50,5,59.83
"1974-02-22",189,9,112,67.6,50.4,15.67,3,14.17,65,5.67,83.33
"1974-02-23",184,6,95,76.6,35.6,6,2.83,10.33,48.33,5,42.17
"1974-02-24",175,11,101,79.6,20,4.17,1.5,5.83,35,3.5,24.17
"1974-02-25",168,4,105,80,22.2,10.67,1.67,10.17,53.33,4.5,55.5
"1974-02-26",179,6,105,72.6,46.6,13.17,2.83,13.33,60,5.67,71
"1974-02-27",191,11,104,68,63.8,6.83,3,12,61.67,7,46.67
"1974-02-28",165,9,95,62.4,74.4,10,2.83,16.67,61.67,2.5,66
"1974-03-01",169,9,101,69,64,10.5,3.67,12.17,48.33,3.83,59.33
"1974-03-02",183,7,96,60,72.2,2.83,1.33,4,25,3,17.5
"1974-03-03",157,6,87,57.2,68,2,1.33,3.67,26.67,3.17,13.5
"1974-03-04",165,7,92,66,48.2,7.83,2.67,7,36.67,5.67,49
"1974-03-05",197,2,131,69.2,48.2,12.5,2.83,12.83,55,10.5,70.33
"1974-03-06",195,4,123,64,69,10.83,3.33,12.33,53.33,7.5,72.5
"1974-03-07",171,8,92,56.8,85.6,3.5,1.17,4.5,36.67,2.5,23.33
"1974-03-08",186,12,90,51.6,83,5.5,1.67,5.33,36.67,1.83,32.67
"1974-03-09",175,8,107,58.8,72,5.83,2.5,7.83,51.67,4,41
"1974-03-10",176,5,90,60.6,73.6,5.33,1.83,7.83,46.67,6.17,47.17
"1974-03-11",225,5,132,68.2,63.6,12,2.17,12.33,51.67,7.67,64.83
"1974-03-12",167,4,102,71.2,66.2,10.17,4.17,14,61.67,6.5,63.83
"1974-03-13",187,10,114,72.6,70.4,12.83,3.67,15.5,63.33,11.17,77.83
"1974-03-14",179,4,89,74.6,68.6,15.17,3.33,18.67,71.67,17.17,71.83
"1974-03-15",159,13,83,76.4,67.2,13.67,4.67,22.17,80,17,75.17
"1974-03-16",168,7,108,74.4,69.2,8.33,3.83,17.17,73.33,16.5,57.83
"1974-03-17",178,8,96,76.4,62.2,8.5,3.33,12.17,58.33,12,44
"1974-03-18",186,8,100,64.2,76.2,4,1.83,7,31.67,5,26.17
"1974-03-19",191,7,109,60.4,79,4.5,2,6.33,36.67,3,38.83
"1974-03-20",186,9,100,61.6,78.2,5.17,1.5,5.83,56.67,2.33,55.33
"1974-03-21",176,8,103,65.6,73.2,7.67,1.67,7.5,50,5.83,42.33
"1974-03-22",164,9,92,61.4,73.8,3.33,1.67,5.5,33.33,4.33,25
"1974-03-23",158,13,90,60.6,73.4,3.5,1.17,5.33,33.33,4.83,21.17
"1974-03-24",155,6,87,66,69.8,3.67,1.83,5.33,48.33,7.17,27.33
"1974-03-25",169,5,94,61,76.4,4.5,2.17,6.67,36.67,3.83,33.33
"1974-03-26",168,9,91,62,81.8,5.33,3.67,7,41.67,3.33,37.33
"1974-03-27",151,6,82,66,74.6,4.33,1.5,5.83,31.67,4.17,26.83
"1974-03-28",178,8,99,63.4,76.2,6,2,7.33,43.33,3.33,39
"1974-03-29",157,5,87,69.4,77.4,4.33,2.17,7.33,43.33,5.83,30.17
"1974-03-30",151,6,76,61,83.6,3.83,1.67,5.83,36.67,2.5,26.67
"1974-03-31",166,4,101,68,61.2,3.83,1.83,4.5,40,4.5,24.67
"1974-04-01",156,6,95,64,76,5.5,2.67,7.17,56.67,4,33.33
"1974-04-02",159,4,99,67.6,51.8,2.67,1.67,4,28.33,4.17,21.83
"1974-04-03",184,8,98,69,49,5.17,1.33,6.33,38.33,5.5,34.67
"1974-04-04",177,4,96,79.8,30.8,7.5,1.67,10.83,58.33,9.83,46.67
"1974-04-05",187,10,103,82.4,30.4,7.17,1.83,10.5,55,10.5,41
"1974-04-06",166,2,92,73.8,53.4,5.67,1.83,9.33,61.67,8.17,31.17
"1974-04-07",173,8,103,80.8,50.6,6.33,2.83,12.33,75,17,37.5
"1974-04-08",166,10,86,74.4,58,9.17,3.67,15,78.33,13.83,72
"1974-04-09",167,5,94,63.4,60.2,2,1.33,5.33,30,3.33,30.67
"1974-04-10",152,9,86,67.4,45,3,1.67,6.67,36.67,4,22.17
"1974-04-11",159,7,91,73,54.6,6.17,2.67,10.83,56.67,7.67,47.67
"1974-04-12",186,15,94,76.4,53,6.83,2.5,10.83,80,10,44.5
"1974-04-13",183,6,112,78.6,52.8,6.17,2.33,12.67,70,11.33,35.17
"1974-04-14",200,8,111,81.6,46.2,7,1.5,12.17,63.33,13.33,33.83
"1974-04-15",164,9,93,80.6,42.8,9,2.33,16.33,65,16.67,67.17
